Order-Id,Item-id,Product-Id,Quantity,Sales-Id,Customer-Id,Sales-Price-Per-Prod
1864,1864,7,7,8,24,129
1865,1865,13,23,4,12,115
1866,1866,19,23,9,5,101
1867,1867,15,12,0,2,193
1868,1868,1,10,7,1,183
1869,1869,12,19,3,12,97
1870,1870,13,27,5,29,141
1871,1871,19,2,6,9,91
1872,1872,2,7,0,20,208
1873,1873,15,3,3,22,217
1874,1874,17,5,4,26,185
1875,1875,17,15,5,8,197
1876,1876,18,22,7,1,88
1877,1877,14,0,9,11,181
1878,1878,4,24,8,29,165
1879,1879,3,0,5,15,213
1880,1880,5,17,1,10,125
1881,1881,16,25,5,26,154
1882,1882,19,29,3,14,107
1883,1883,6,21,1,18,76
1884,1884,10,27,1,6,150
1885,1885,8,10,6,14,159
1886,1886,10,18,8,13,145
1887,1887,13,16,5,5,101
1888,1888,14,0,9,16,189
1889,1889,9,22,0,6,50
1890,1890,0,10,0,24,119
1891,1891,14,22,4,0,189
1892,1892,3,8,8,27,191
1893,1893,9,4,0,15,73
1894,1894,18,24,4,27,61
1895,1895,3,14,0,29,212
1896,1896,0,18,9,10,119
1897,1897,9,26,9,15,66
1898,1898,17,12,3,15,200
1899,1899,3,8,0,10,207
1900,1900,8,11,2,14,198
1901,1901,3,5,0,8,171
1902,1902,7,19,4,18,158
1903,1903,6,7,1,0,66
1904,1904,19,24,3,12,110
1905,1905,17,23,6,17,193
1906,1906,1,8,9,25,187
1907,1907,0,18,8,14,121
1908,1908,9,7,6,9,78
1909,1909,8,24,2,26,137
1910,1910,6,1,1,10,69
1911,1911,2,26,8,20,209
1912,1912,14,0,4,29,180
1913,1913,1,19,3,24,223
1914,1914,12,20,7,3,89
1915,1915,19,23,5,9,115
1916,1916,4,4,9,20,165
1917,1917,7,27,0,15,123
1918,1918,16,27,2,29,147
1919,1919,5,21,8,3,126
1920,1920,12,16,1,18,80
1921,1921,14,14,0,25,182
1922,1922,1,29,9,2,186
1923,1923,2,8,9,4,210
1924,1924,3,16,5,14,201
1925,1925,12,4,2,16,84
1926,1926,19,12,5,2,119
1927,1927,15,11,3,17,219
1928,1928,1,13,4,5,176
1929,1929,10,29,0,28,121
1930,1930,5,10,3,18,92
1931,1931,17,29,1,0,198
1932,1932,5,8,5,20,134
1933,1933,12,6,1,20,90
1934,1934,1,15,1,21,177
1935,1935,1,5,7,28,178
1936,1936,0,14,3,4,120
1937,1937,14,19,9,14,181
1938,1938,0,18,6,10,120
1939,1939,18,18,8,13,69
1940,1940,12,10,4,18,83
1941,1941,12,5,7,0,97
1942,1942,10,7,5,24,123
1943,1943,5,26,3,11,115
1944,1944,17,8,4,15,190
1945,1945,18,13,2,25,82
1946,1946,13,25,2,20,101
1947,1947,4,29,2,18,137
1948,1948,14,19,2,15,180
1949,1949,7,2,1,23,166
1950,1950,17,9,7,22,184
1951,1951,11,7,1,5,138
1952,1952,18,0,3,15,98
1953,1953,7,21,6,23,164
1954,1954,0,23,2,17,122
1955,1955,0,14,6,6,122
1956,1956,14,17,1,9,186
1957,1957,11,17,2,2,110
1958,1958,11,13,7,20,129
1959,1959,2,19,4,27,205
1960,1960,3,27,5,12,201
1961,1961,0,18,8,24,123
1962,1962,5,3,0,29,117
1963,1963,18,19,0,15,81
1964,1964,9,12,8,4,81
1965,1965,19,28,4,8,86
1966,1966,5,2,0,2,96
1967,1967,11,13,0,24,113
1968,1968,11,16,1,2,137
1969,1969,5,10,9,10,139
1970,1970,7,25,0,15,137
1971,1971,16,26,9,12,157
1972,1972,7,17,5,28,163
1973,1973,19,21,6,5,101
1974,1974,0,13,0,1,120
1975,1975,7,22,5,15,163
1976,1976,6,26,3,22,49
1977,1977,2,10,4,3,199
1978,1978,7,4,0,6,130
1979,1979,9,15,8,6,72
1980,1980,17,26,4,28,192
1981,1981,14,8,9,8,186
1982,1982,4,10,0,9,133
1983,1983,13,7,0,25,94
1984,1984,3,15,0,7,182
1985,1985,8,5,6,17,152
1986,1986,8,14,5,1,121
1987,1987,15,29,3,25,218
1988,1988,2,20,4,13,207
1989,1989,2,22,2,1,199
1990,1990,12,22,1,11,89
1991,1991,2,20,7,8,210
1992,1992,13,19,5,19,89
1993,1993,15,18,7,10,187
1994,1994,18,4,8,0,81
1995,1995,5,20,7,19,102
1996,1996,4,25,7,11,192
1997,1997,12,29,1,1,105
1998,1998,2,5,0,14,210
1999,1999,15,7,4,17,219
